Category,Name,MRP,Discount_Percentage,Available_Quantity,Discounted_Selling_Price,weight_In_Gms,Out_Of_Stock,Quantity,Discount_Amount,Discount %,Total Revenue,Price_Per_Gms,MRP Category
Fruits & Vegetables,Onion,2500.0,16.0,3,2100.0,1000.0,FALSE,1,400.0,0.6,1000.0,2.10,Medium
Fruits & Vegetables,Tomato Hybrid,4200.0,16.0,3,3500.0,1000.0,FALSE,1,700.0,0.8,1000.0,3.50,High
Fruits & Vegetables,Tender Coconut,5100.0,15.0,3,4300.0,58.0,FALSE,1,800.0,1.0,58.0,74.14,High
Fruits & Vegetables,Coriander Leaves,2000.0,15.0,3,1700.0,100.0,FALSE,100,300.0,1.0,10000.0,17.00,Medium
Fruits & Vegetables,Ladies Finger ,1400.0,14.0,3,1200.0,250.0,FALSE,250,200.0,0.8,62500.0,4.80,Low
Fruits & Vegetables,Potato,3500.0,17.0,3,2900.0,1000.0,FALSE,1,600.0,0.7,1000.0,2.90,Medium
Fruits & Vegetables,Lemon,7500.0,16.0,3,6300.0,200.0,FALSE,200,1200.0,1.0,40000.0,31.50,High
Fruits & Vegetables,Watermelon ,5800.0,15.0,3,4900.0,58.0,FALSE,1,900.0,1.0,58.0,84.48,High
Fruits & Vegetables,Capsicum Green ,2300.0,17.0,3,1900.0,250.0,FALSE,250,400.0,0.9,62500.0,7.60,Medium
Fruits & Vegetables,Chilli Green ,1900.0,15.0,3,1600.0,100.0,FALSE,100,300.0,0.9,10000.0,16.00,Low
Fruits & Vegetables,Banana Robusta,2900.0,17.0,3,2400.0,348.0,FALSE,6,500.0,0.9,2088.0,6.90,Medium
Fruits & Vegetables,Garlic Indian ,1100.0,18.0,3,900.0,100.0,FALSE,100,200.0,0.9,10000.0,9.00,Low
Fruits & Vegetables,Cauliflower,2600.0,15.0,3,2200.0,58.0,FALSE,1,400.0,1.0,58.0,37.93,Medium
Fruits & Vegetables,Ginger,1400.0,14.0,3,1200.0,200.0,FALSE,200,200.0,0.9,40000.0,6.00,Low
Fruits & Vegetables,Spinach,1900.0,15.0,3,1600.0,250.0,FALSE,250,300.0,0.9,62500.0,6.40,Low
Fruits & Vegetables,Muskmelon,4200.0,16.0,3,3500.0,58.0,FALSE,1,700.0,1.0,58.0,60.34,High
Fruits & Vegetables,Cabbage ,1500.0,13.0,3,1300.0,58.0,FALSE,1,200.0,1.0,58.0,22.41,Low
Fruits & Vegetables,Methi,3000.0,16.0,3,2500.0,250.0,FALSE,250,500.0,0.9,62500.0,10.00,Medium
Fruits & Vegetables,Broccoli,3600.0,16.0,3,3000.0,500.0,FALSE,500,600.0,0.9,250000.0,6.00,Medium
Fruits & Vegetables,Sapota,3000.0,16.0,3,2500.0,348.0,FALSE,6,500.0,0.9,2088.0,7.18,Medium
Fruits & Vegetables,Onion,6800.0,16.0,3,5700.0,3000.0,FALSE,3,1100.0,0.6,9000.0,1.90,High
Fruits & Vegetables,Potato,10000.0,16.0,3,8400.0,3000.0,FALSE,3,1600.0,0.7,9000.0,2.80,High
Fruits & Vegetables,Orange Nagpur,8200.0,15.0,3,6900.0,232.0,FALSE,4,1300.0,1.0,928.0,29.74,High
Fruits & Vegetables,Mint Leaves ,1100.0,18.0,3,900.0,100.0,FALSE,100,200.0,0.9,10000.0,9.00,Low
Fruits & Vegetables,Beans French,3300.0,15.0,3,2800.0,250.0,FALSE,250,500.0,0.9,62500.0,11.20,Medium
Fruits & Vegetables,Bottle Gourd ,2600.0,15.0,3,2200.0,58.0,FALSE,1,400.0,1.0,58.0,37.93,Medium
Fruits & Vegetables,Banana Elaichi ,5800.0,15.0,3,4900.0,348.0,FALSE,6,900.0,0.9,2088.0,14.08,High
Fruits & Vegetables,Coconut Big,3600.0,16.0,3,3000.0,58.0,FALSE,1,600.0,1.0,58.0,51.72,Medium
Fruits & Vegetables,Curry Leaves,1300.0,15.0,3,1100.0,50.0,FALSE,50,200.0,1.0,2500.0,22.00,Low
Fruits & Vegetables,Brinjal Bharta,1900.0,15.0,3,1600.0,58.0,FALSE,1,300.0,1.0,58.0,27.59,Low
Fruits & Vegetables,Lettuce Iceberg,2500.0,16.0,3,2100.0,250.0,FALSE,250,400.0,0.9,62500.0,8.40,Medium
Fruits & Vegetables,Papaya,5400.0,16.0,3,4500.0,58.0,FALSE,1,900.0,1.0,58.0,77.59,High
Fruits & Vegetables,Apple Shimla,14200.0,16.0,3,11900.0,232.0,FALSE,4,2300.0,1.0,928.0,51.29,High
Fruits & Vegetables,Bitter Gourd,1800.0,16.0,3,1500.0,250.0,FALSE,250,300.0,0.9,62500.0,6.00,Low
Fruits & Vegetables,Brinjal Small,1800.0,16.0,3,1500.0,250.0,FALSE,250,300.0,0.9,62500.0,6.00,Low
Fruits & Vegetables,Sweet Corn,3600.0,16.0,3,3000.0,116.0,FALSE,2,600.0,1.0,232.0,25.86,Medium
Fruits & Vegetables,Spring Onion ,1800.0,16.0,3,1500.0,250.0,FALSE,250,300.0,0.9,62500.0,6.00,Low
Fruits & Vegetables,Bell Peppers Red & Yellow ,11800.0,16.0,3,9900.0,116.0,FALSE,2,1900.0,1.0,232.0,85.34,High
Fruits & Vegetables,Pomegranate ,10600.0,16.0,3,8900.0,116.0,FALSE,2,1700.0,1.0,232.0,76.72,High
Fruits & Vegetables,Sweet Lime,3000.0,16.0,3,2500.0,116.0,FALSE,2,500.0,1.0,232.0,21.55,Medium
Fruits & Vegetables,Baby Potato,1900.0,15.0,3,1600.0,500.0,FALSE,500,300.0,0.7,250000.0,3.20,Low
Fruits & Vegetables,Coccinia,3200.0,15.0,3,2700.0,250.0,FALSE,250,500.0,0.9,62500.0,10.80,Medium
Fruits & Vegetables,Guava,5400.0,16.0,3,4500.0,232.0,FALSE,4,900.0,1.0,928.0,19.40,High
Fruits & Vegetables,Apple Washington,17700.0,15.0,3,14900.0,232.0,FALSE,4,2800.0,1.0,928.0,64.22,High
Fruits & Vegetables,Amla,3200.0,15.0,3,2700.0,250.0,FALSE,250,500.0,0.9,62500.0,10.80,Medium
Fruits & Vegetables,Beans Cluster,3000.0,16.0,3,2500.0,250.0,FALSE,250,500.0,0.9,62500.0,10.00,Medium
Fruits & Vegetables,Apple Royal Gala,18900.0,15.0,3,15900.0,232.0,FALSE,4,3000.0,1.0,928.0,68.53,High
Fruits & Vegetables,Chilli Bhaji,3000.0,16.0,3,2500.0,250.0,FALSE,250,500.0,0.9,62500.0,10.00,Medium
Fruits & Vegetables,Lettuce Green,2300.0,17.0,3,1900.0,100.0,FALSE,100,400.0,1.0,10000.0,19.00,Medium
Fruits & Vegetables,Baby Corn Peeled,3500.0,17.0,3,2900.0,250.0,FALSE,250,600.0,0.9,62500.0,11.60,Medium
Fruits & Vegetables,Mixed Sprouts,3500.0,17.0,3,2900.0,200.0,FALSE,200,600.0,0.9,40000.0,14.50,Medium
Fruits & Vegetables,Zucchini Green,3500.0,17.0,3,2900.0,250.0,FALSE,250,600.0,0.9,62500.0,11.60,Medium
Fruits & Vegetables,Beans Broad,4200.0,16.0,3,3500.0,250.0,FALSE,250,700.0,0.9,62500.0,14.00,High
Fruits & Vegetables,Raw Banana,2000.0,15.0,6,1700.0,500.0,FALSE,500,300.0,0.8,250000.0,3.40,Medium
Fruits & Vegetables,Colocasia ,2900.0,17.0,6,2400.0,500.0,FALSE,500,500.0,0.8,250000.0,4.80,Medium
Fruits & Vegetables,Tomato Cherry ,3500.0,17.0,3,2900.0,200.0,FALSE,200,600.0,0.9,40000.0,14.50,Medium
Fruits & Vegetables,Sweet Potato ,3800.0,15.0,3,3200.0,500.0,FALSE,500,600.0,0.9,250000.0,6.40,Medium
Fruits & Vegetables,Pineapple Slice,8900.0,15.0,3,7500.0,200.0,FALSE,200,1400.0,1.0,40000.0,37.50,High
Fruits & Vegetables,Orange,5400.0,16.0,3,4500.0,116.0,FALSE,2,900.0,1.0,232.0,38.79,High
Fruits & Vegetables,Dragon Fruit Imported,7000.0,15.0,3,5900.0,58.0,FALSE,1,1100.0,1.0,58.0,101.72,High
Fruits & Vegetables,Zucchini Yellow,4200.0,16.0,3,3500.0,250.0,FALSE,500,700.0,0.9,125000.0,14.00,High
Fruits & Vegetables,Apple Kinnaur,14200.0,16.0,6,11900.0,232.0,FALSE,4,2300.0,1.0,928.0,51.29,High
Fruits & Vegetables,Pineapple,9400.0,15.0,3,7900.0,58.0,FALSE,1,1500.0,1.0,58.0,136.21,High
Fruits & Vegetables,Basil,2000.0,15.0,3,1700.0,100.0,FALSE,100,300.0,1.0,10000.0,17.00,Medium
Fruits & Vegetables,Parsley,1700.0,17.0,3,1400.0,100.0,FALSE,100,300.0,0.9,10000.0,14.00,Low
Fruits & Vegetables,Ridge Gourd,3000.0,16.0,3,2500.0,500.0,FALSE,500,500.0,0.8,250000.0,5.00,Medium
Fruits & Vegetables,Papaya Cut,4600.0,15.0,3,3900.0,200.0,FALSE,200,700.0,1.0,40000.0,19.50,High
Fruits & Vegetables,Pomegranate Peeled,5800.0,15.0,2,4900.0,100.0,FALSE,100,900.0,1.0,10000.0,49.00,High
Fruits & Vegetables,Pear Green Imported,8200.0,15.0,3,6900.0,116.0,FALSE,2,1300.0,1.0,232.0,59.48,High
Fruits & Vegetables,Guava Thai,7000.0,15.0,3,5900.0,116.0,FALSE,2,1100.0,1.0,232.0,50.86,High
Fruits & Vegetables,Lettuce Red,2000.0,15.0,3,1700.0,100.0,FALSE,100,300.0,1.0,10000.0,17.00,Medium
Fruits & Vegetables,Mango Raw,6000.0,16.0,3,5000.0,500.0,FALSE,500,1000.0,0.9,250000.0,10.00,High
Fruits & Vegetables,Biryani /Pulav Mix,5800.0,15.0,3,4900.0,250.0,FALSE,250,900.0,1.0,62500.0,19.60,High
Fruits & Vegetables,Banana Nendran,5400.0,16.0,6,4500.0,500.0,FALSE,500,900.0,0.9,250000.0,9.00,High
Fruits & Vegetables,Pumpkin Cut,3000.0,16.0,3,2500.0,200.0,FALSE,200,500.0,0.9,40000.0,12.50,Medium
Fruits & Vegetables,Banana Red,5400.0,16.0,6,4500.0,500.0,FALSE,500,900.0,0.9,250000.0,9.00,High
Fruits & Vegetables,Radish White,2300.0,17.0,6,1900.0,500.0,FALSE,500,400.0,0.8,250000.0,3.80,Medium
Fruits & Vegetables,Avocado Indian Premium,17700.0,15.0,3,14900.0,58.0,FALSE,1,2800.0,1.0,58.0,256.90,High
Fruits & Vegetables,Banana Leaf,1200.0,16.0,2,1000.0,58.0,FALSE,1,200.0,1.0,58.0,17.24,Low
Fruits & Vegetables,Sponge Gourd,2500.0,16.0,2,2100.0,300.0,FALSE,300,400.0,0.9,90000.0,7.00,Medium
Fruits & Vegetables,Zama Organics Carrot,2000.0,15.0,3,1700.0,250.0,FALSE,250,300.0,0.9,62500.0,6.80,Medium
Fruits & Vegetables,Safal Frozen - Mixed Vegetables,11000.0,4.0,2,10500.0,1000.0,FALSE,1,500.0,0.9,1000.0,10.50,High
Fruits & Vegetables,Zama Organics Sweet Potato,3700.0,16.0,3,3100.0,250.0,FALSE,250,600.0,0.9,62500.0,12.40,Medium
Fruits & Vegetables,Beetroot,1600.0,18.0,3,1300.0,500.0,FALSE,500,300.0,0.7,250000.0,2.60,Low
Fruits & Vegetables,Capsicum,2600.0,19.0,3,2100.0,500.0,FALSE,500,500.0,0.8,250000.0,4.20,Medium
Fruits & Vegetables,Carrot,1900.0,21.0,3,1500.0,500.0,FALSE,500,400.0,0.7,250000.0,3.00,Low
Fruits & Vegetables,Garlic,1700.0,23.0,3,1300.0,200.0,FALSE,200,400.0,0.9,40000.0,6.50,Low
Fruits & Vegetables,Carrot,1300.0,15.0,0,1100.0,250.0,TRUE,200,200.0,0.8,50000.0,4.40,Low
Fruits & Vegetables,Beetroot,1100.0,18.0,0,900.0,250.0,TRUE,250,200.0,0.8,62500.0,3.60,Low
Fruits & Vegetables,Moong Sprouts,3500.0,17.0,0,2900.0,200.0,TRUE,200,600.0,0.9,40000.0,14.50,Medium
Fruits & Vegetables,Safal Frozen Mixed Vegetables,6000.0,5.0,0,5700.0,500.0,TRUE,500,300.0,0.9,250000.0,11.40,High
Fruits & Vegetables,Safal Frozen Corn,4100.0,4.0,0,3900.0,200.0,TRUE,200,200.0,1.0,40000.0,19.50,High
Fruits & Vegetables,Safal Frozen - Sweet Corn,16000.0,5.0,0,15200.0,1000.0,TRUE,1,800.0,0.9,1000.0,15.20,High
Cooking Essentials,Maggi 2 Minute Masala Noodles,1200.0,0.0,6,1200.0,70.0,FALSE,70,0.0,0.9,4900.0,17.14,Low
Cooking Essentials,iD Idli & Dosa Batter ,8000.0,15.0,6,6800.0,1000.0,FALSE,1,1200.0,0.9,1000.0,6.80,High
Cooking Essentials,Tata Salt,2400.0,0.0,6,2400.0,1000.0,FALSE,1,0.0,0.6,1000.0,2.40,Medium
Cooking Essentials,Arden Eggs White,9700.0,0.0,4,9700.0,696.0,FALSE,12,0.0,0.9,8352.0,13.94,High
Cooking Essentials,Arden Eggs White,6500.0,15.0,4,5500.0,348.0,FALSE,6,1000.0,0.9,2088.0,15.80,High
Cooking Essentials,Fortune Sunlite Refined Sunflower (Pouch),23000.0,4.0,6,21900.0,1000.0,FALSE,1,1100.0,1.0,1000.0,21.90,High
Cooking Essentials,Aashirvaad Superior MP Atta,25000.0,2.0,6,24500.0,5000.0,FALSE,5,500.0,0.8,25000.0,4.90,High
Cooking Essentials,Amul Pure Ghee (Pouch),25500.0,2.0,6,24900.0,500.0,FALSE,500,600.0,1.0,250000.0,49.80,High
Cooking Essentials,Arden Eggs Brown,8500.0,7.0,4,7900.0,348.0,FALSE,6,600.0,1.0,2088.0,22.70,High
Cooking Essentials,Tata Salt Lite,4000.0,10.0,6,3600.0,1000.0,FALSE,1,400.0,0.8,1000.0,3.60,High
Cooking Essentials,Saffola Gold Oil (Pouch),21500.0,0.0,6,21500.0,1000.0,FALSE,1,0.0,1.0,1000.0,21.50,High
Cooking Essentials,Fortune Sunlite Refined Sunflower (Jar),92500.0,0.0,6,92500.0,5000.0,FALSE,5,0.0,0.9,25000.0,18.50,High
Cooking Essentials,Fortune Rice Bran (Pouch),22500.0,11.0,6,19900.0,1000.0,FALSE,1,2600.0,1.0,1000.0,19.90,High
Cooking Essentials,Saffola Active Oil,21000.0,0.0,6,21000.0,1000.0,FALSE,1,0.0,1.0,1000.0,21.00,High
Cooking Essentials,Amul Pure Ghee (Pouch),50500.0,1.0,2,49900.0,1000.0,FALSE,1,600.0,1.0,1000.0,49.90,High
Cooking Essentials,Aashirvaad Atta,46000.0,13.0,6,39900.0,10000.0,FALSE,10,6100.0,0.8,100000.0,3.99,High
Cooking Essentials,Popular Essentials Toor Dal (Un-Polished),16000.0,6.0,4,14900.0,1000.0,FALSE,1,1100.0,0.9,1000.0,14.90,High
Cooking Essentials,Amul Ghee (Tin),52000.0,2.0,6,50900.0,1000.0,FALSE,1,1100.0,1.0,1000.0,50.90,High
Cooking Essentials,Amul Fresh Cream,19700.0,3.0,3,19100.0,1000.0,FALSE,1,600.0,0.9,1000.0,19.10,High
Cooking Essentials,Popular Essentials Pure Jaggery,5000.0,2.0,6,4900.0,450.0,FALSE,450,100.0,0.9,202500.0,10.89,High
Cooking Essentials,Aashirvaad Multigrain Atta,6400.0,3.0,2,6200.0,1000.0,FALSE,1,200.0,0.8,1000.0,6.20,High
Cooking Essentials,Fortune Soyabean Oil,100500.0,0.0,6,99900.0,5000.0,FALSE,5,600.0,1.0,25000.0,19.98,High
Cooking Essentials,Popular Essentials Sunflower Seeds,2500.0,0.0,6,2500.0,50.0,FALSE,50,0.0,1.0,2500.0,50.00,Medium
Cooking Essentials,Tata Sampann kabuli chana,18500.0,1.0,4,18300.0,1000.0,FALSE,500,200.0,0.9,500000.0,18.30,High
Cooking Essentials,Dhara Groundnut Oil (Pouch),23000.0,11.0,6,20300.0,1000.0,FALSE,1,2700.0,1.0,1000.0,20.30,High
Cooking Essentials,Dhara Health Refined Sun Flower Oil Jar,120000.0,18.0,6,98400.0,5000.0,FALSE,5,21600.0,1.0,25000.0,19.68,High
Cooking Essentials,24 Mantra Organic Jaggery Powder,8000.0,15.0,6,6800.0,500.0,FALSE,500,1200.0,0.9,250000.0,13.60,High
Cooking Essentials,Tata Sampann High Protien Kabuli Chana,9400.0,0.0,1,9400.0,500.0,FALSE,500,0.0,0.9,250000.0,18.80,High
Cooking Essentials,Dhara Kachi Ghani Mustard Oil Jar,125000.0,8.0,6,114300.0,5000.0,FALSE,5,10700.0,1.0,25000.0,22.86,High
Cooking Essentials,D'lecta Dairy Cream,5400.0,5.0,6,5100.0,200.0,FALSE,200,300.0,1.0,40000.0,25.50,High
Cooking Essentials,Ching's Secret Instant Hot Garlic Noodles,1500.0,0.0,3,1500.0,60.0,FALSE,60,0.0,1.0,3600.0,25.00,Low
Cooking Essentials,Dabur Ginger Garlic Paste,2500.0,8.0,3,2300.0,100.0,FALSE,100,200.0,1.0,10000.0,23.00,Medium
Cooking Essentials,Ching's Secret Instant Schezwan Noodles,1500.0,0.0,6,1500.0,60.0,FALSE,60,0.0,1.0,3600.0,25.00,Low
Cooking Essentials,Gowardhan Ghee/Tuppa Jar,31500.0,1.0,6,30900.0,500.0,FALSE,500,600.0,1.0,250000.0,61.80,High
Cooking Essentials,Tata Sampann Unpolished Moong Dal ,9200.0,4.0,4,8800.0,500.0,FALSE,500,400.0,0.9,250000.0,17.60,High
Cooking Essentials,Aashirvaad Select Atta,6400.0,0.0,6,6400.0,1000.0,FALSE,1,0.0,0.8,1000.0,6.40,High
Cooking Essentials,Popular Essentials Misri Dana (Diamond Sugar) ,1500.0,0.0,4,1500.0,100.0,FALSE,100,0.0,0.9,10000.0,15.00,Low
Cooking Essentials,Gowardhan Ghee Jar,59800.0,3.0,6,57900.0,1000.0,FALSE,1,1900.0,1.0,1000.0,57.90,High
Cooking Essentials,Top Ramen  Noodles Curry Veg Pouch,2000.0,0.0,1,2000.0,70.0,FALSE,70,0.0,1.0,4900.0,28.57,Medium
Cooking Essentials,Popular Essentials Refined Sugar,6000.0,0.0,6,6000.0,1000.0,FALSE,1,0.0,0.8,1000.0,6.00,High
Cooking Essentials,Fortune Kachi Ghani Mustard Oil Bottle,21600.0,7.0,6,19900.0,1000.0,FALSE,1,1700.0,1.0,1000.0,19.90,High
Cooking Essentials,Saffola Veggie Twist Masala Oats,1500.0,0.0,6,1500.0,38.0,FALSE,38,0.0,1.0,1444.0,39.47,Low
Cooking Essentials,Satyam Puffed Rice Kurmura (R),2300.0,0.0,6,2300.0,200.0,FALSE,200,0.0,0.9,40000.0,11.50,Medium
Cooking Essentials,Quaker Oats,7900.0,0.0,2,7900.0,400.0,FALSE,400,0.0,0.9,160000.0,19.75,High
Cooking Essentials,Aashirvaad Select Sharbati Atta,31500.0,10.0,6,28300.0,5000.0,FALSE,5,3200.0,0.8,25000.0,5.66,High
Cooking Essentials,Popular Essentials Refined Sugar,29500.0,10.0,6,26500.0,5000.0,FALSE,5,3000.0,0.8,25000.0,5.30,High
Cooking Essentials,Gowardhan Cow Ghee Pouch,57900.0,10.0,6,52100.0,1000.0,FALSE,1,5800.0,1.0,1000.0,52.10,High
Cooking Essentials,Dhara Nourish Refined Sunflower Oil Pouch,21000.0,5.0,6,19900.0,1000.0,FALSE,1,1100.0,1.0,1000.0,19.90,High
Cooking Essentials,Parachute Oil ,4000.0,7.0,3,3700.0,100.0,FALSE,100,300.0,1.0,10000.0,37.00,High
Cooking Essentials,Popular Essentials Plain Puffed Rice (Murmura/Muri),1800.0,0.0,6,1800.0,100.0,FALSE,100,0.0,0.9,10000.0,18.00,Low
Cooking Essentials,Amul Mithai Mate Condensed Sweetened Milk,5600.0,3.0,4,5400.0,200.0,FALSE,200,200.0,1.0,40000.0,27.00,High
Cooking Essentials,Saffola Gold (Jar),124000.0,0.0,6,124000.0,5000.0,FALSE,5,0.0,1.0,25000.0,24.80,High
Cooking Essentials,McCain New Mini Samosa with Cheese Pizza Style Filling,12000.0,1.0,3,11800.0,240.0,FALSE,240,200.0,1.0,57600.0,49.17,High
Cooking Essentials,Fortune Rice Bran Health Oil (Jar),105000.0,1.0,6,103900.0,5000.0,FALSE,5,1100.0,1.0,25000.0,20.78,High
Cooking Essentials,Arden Desi Eggs,11000.0,13.0,4,9500.0,348.0,FALSE,6,1500.0,1.0,2088.0,27.30,High
Cooking Essentials,Fortune Rozana Basmati Rice,58500.0,21.0,6,46200.0,5000.0,FALSE,5,12300.0,0.9,25000.0,9.24,High
Cooking Essentials,Fortune Biriyani Special Basmati Rice,17500.0,0.0,5,17500.0,1000.0,FALSE,1,0.0,0.9,1000.0,17.50,High
Cooking Essentials,Everest Garam Masala,7800.0,7.0,5,7200.0,100.0,FALSE,100,600.0,1.0,10000.0,72.00,High
Cooking Essentials,Popular Essentials Pumpkin Seeds,9000.0,16.0,6,7500.0,100.0,FALSE,100,1500.0,1.0,10000.0,75.00,High
Cooking Essentials,Fortune Soya Health Refined Soybean Oil,21000.0,1.0,2,20600.0,1000.0,FALSE,1,400.0,1.0,1000.0,20.60,High
Cooking Essentials,Gowardhan Pure Ghee Pouch,29500.0,4.0,6,28100.0,500.0,FALSE,500,1400.0,1.0,250000.0,56.20,High
Cooking Essentials,Popular Essentials Jeera/Cumin Seeds,4000.0,5.0,3,3800.0,100.0,FALSE,100,200.0,1.0,10000.0,38.00,High
Cooking Essentials,Weikfield Baking Soda,3000.0,3.0,6,2900.0,100.0,FALSE,100,100.0,1.0,10000.0,29.00,Medium
Cooking Essentials,Everest Pav Bhaji Masala,3700.0,10.0,4,3300.0,50.0,FALSE,50,400.0,1.0,2500.0,66.00,Medium
Cooking Essentials,Tata Sampann Unpolished Chana Dal,9500.0,6.0,2,8900.0,1000.0,FALSE,500,600.0,0.9,500000.0,8.90,High
Cooking Essentials,Amul Mithai Mate EOE Tin,11200.0,2.0,6,10900.0,400.0,FALSE,400,300.0,1.0,160000.0,27.25,High
Cooking Essentials,Pillsbury Chakki Fresh Atta,45000.0,16.0,6,37500.0,10000.0,FALSE,10,7500.0,0.8,100000.0,3.75,High
Cooking Essentials,Everest Chicken Masala,3900.0,2.0,1,3800.0,50.0,FALSE,50,100.0,1.0,2500.0,76.00,Medium
Cooking Essentials,Dhara Life Refined Ricebran Oil (Pouch),20500.0,7.0,6,19000.0,1000.0,FALSE,1,1500.0,1.0,1000.0,19.00,High
Cooking Essentials,Borges Extra Virgin Olive Oil,40000.0,25.0,1,29900.0,250.0,FALSE,250,10100.0,1.0,62500.0,119.60,High
Cooking Essentials,Everest Shahi Biryani Masala,7000.0,14.0,6,6000.0,50.0,FALSE,50,1000.0,1.0,2500.0,120.00,High
Cooking Essentials,Popular Essentials Californian Almond,35000.0,28.0,6,25100.0,250.0,FALSE,250,9900.0,1.0,62500.0,100.40,High
Cooking Essentials,Popular Essentials Ajwain Whole,2500.0,0.0,4,2500.0,50.0,FALSE,50,0.0,1.0,2500.0,50.00,Medium
Cooking Essentials,Everest Tikhalal Chilli Powder,23500.0,9.0,6,21200.0,500.0,FALSE,500,2300.0,1.0,250000.0,42.40,High
Cooking Essentials,Popular Essentials Kabuli Chana Regular,8500.0,9.0,6,7700.0,500.0,FALSE,500,800.0,0.9,250000.0,15.40,High
Cooking Essentials,Pillsbury Chakki Fresh Atta,5200.0,0.0,4,5200.0,1000.0,FALSE,1,0.0,0.8,1000.0,5.20,High
Cooking Essentials,Popular Essentials Saunf/Fennel Seeds,4500.0,2.0,6,4400.0,100.0,FALSE,100,100.0,1.0,10000.0,44.00,High
Cooking Essentials,Popular Essentials Bansi Sooji,3500.0,2.0,3,3400.0,500.0,FALSE,500,100.0,0.9,250000.0,6.80,Medium
Cooking Essentials,Happilo Premium International Queen Kalmi Dates,24500.0,29.0,6,17200.0,200.0,FALSE,200,7300.0,1.0,40000.0,86.00,High
Cooking Essentials,Tata Sampann Unpolished Urad Whole,10100.0,6.0,4,9400.0,500.0,FALSE,500,700.0,1.0,250000.0,18.80,High
Cooking Essentials,Popular Essentials Cashew Split,32500.0,12.0,6,28300.0,250.0,FALSE,250,4200.0,1.0,62500.0,113.20,High
Cooking Essentials,Popular Essentials Chana Dal (Un-Polished),6000.0,10.0,6,5400.0,500.0,FALSE,500,600.0,0.9,250000.0,10.80,High
Cooking Essentials,Tata Sampann Unpolished Rajma (Chitra),13400.0,6.0,6,12500.0,500.0,FALSE,500,900.0,1.0,250000.0,25.00,High
Cooking Essentials,Everest Garam Masala,4200.0,2.0,2,4100.0,50.0,FALSE,50,100.0,1.0,2500.0,82.00,High
Cooking Essentials,Everest Kitchen King Masala,7000.0,14.0,2,6000.0,100.0,FALSE,100,1000.0,1.0,10000.0,60.00,High
Cooking Essentials,24 Mantra Organic Cumin,7000.0,7.0,2,6500.0,100.0,FALSE,100,500.0,1.0,10000.0,65.00,High
Cooking Essentials,Nestle Milkmaid,13200.0,3.0,6,12800.0,400.0,FALSE,400,400.0,1.0,160000.0,32.00,High
Cooking Essentials,Popular Essentials Sona Masouri Steam Rice,6500.0,9.0,6,5900.0,1000.0,FALSE,1,600.0,0.8,1000.0,5.90,High
Cooking Essentials,24 Mantra Organic Tur Dal,26000.0,20.0,6,20800.0,1000.0,FALSE,1,5200.0,1.0,1000.0,20.80,High
Cooking Essentials,Gits Gulab Jamun Instant Dessert Mix,9900.0,10.0,6,8900.0,200.0,FALSE,200,1000.0,1.0,40000.0,44.50,High
Cooking Essentials,Popular Essentials Black Masoor Whole (Un-Polished),6500.0,10.0,3,5800.0,500.0,FALSE,500,700.0,0.9,250000.0,11.60,High
Cooking Essentials,24 Mantra Organic Peanuts,13500.0,7.0,1,12500.0,500.0,FALSE,500,1000.0,1.0,250000.0,25.00,High
Cooking Essentials,Everest Hingraj Powder,9000.0,10.0,2,8100.0,50.0,FALSE,50,900.0,1.0,2500.0,162.00,High
Cooking Essentials,Everest Black Pepper Powder,13500.0,14.0,6,11500.0,100.0,FALSE,100,2000.0,1.0,10000.0,115.00,High
Cooking Essentials,Tata Sampann Masoor Dal Stand,15000.0,10.0,4,13400.0,1000.0,FALSE,1,1600.0,0.9,1000.0,13.40,High
Cooking Essentials,24 Mantra Organic Besan,9500.0,7.0,5,8800.0,500.0,FALSE,500,700.0,0.9,250000.0,17.60,High
Cooking Essentials,Quaker Oats,19900.0,7.0,6,18400.0,1000.0,FALSE,1,1500.0,0.9,1000.0,18.40,High
Cooking Essentials,Saffola Gold Refined Cooking Oil (Jar),48500.0,7.0,6,44900.0,2000.0,FALSE,2,3600.0,1.0,4000.0,22.45,High
Cooking Essentials,Nestle Everyday Dairy Whitener,21000.0,0.0,4,21000.0,400.0,FALSE,400,0.0,1.0,160000.0,52.50,High
Cooking Essentials,24 Mantra Organic Red Poha,7500.0,8.0,1,6900.0,500.0,FALSE,500,600.0,0.9,250000.0,13.80,High
Cooking Essentials,Everest Powder - Tea Masala,9800.0,9.0,5,8900.0,100.0,FALSE,100,900.0,1.0,10000.0,89.00,High
Cooking Essentials,Tata Sampann Urad Dal Split,9400.0,4.0,6,9000.0,500.0,FALSE,500,400.0,0.9,250000.0,18.00,High
Cooking Essentials,Popular Essentials Idli Sooji ,3000.0,6.0,6,2800.0,500.0,FALSE,500,200.0,0.8,250000.0,5.60,Medium
Cooking Essentials,Popular Essentials Dessicated Coconut,9500.0,9.0,6,8600.0,200.0,FALSE,200,900.0,1.0,40000.0,43.00,High
Cooking Essentials,Sunfeast Yippee! Mood Masala Noodles,6000.0,28.0,3,4300.0,260.0,FALSE,260,1700.0,1.0,67600.0,16.54,High
Cooking Essentials,Chef's Basket Durum Wheat Elbow Pasta,16000.0,50.0,6,8000.0,500.0,FALSE,500,8000.0,1.0,250000.0,16.00,High
