Category,Name,MRP,Discount_Percentage,Available_Quantity,Discounted_Selling_Price,weight_In_Gms,Out_Of_Stock,Quantity,Discount_Amount,Discount %,Total Revenue,Price_Per_Gms,MRP Category
Paan Corner,Whisper Choice Regular Sanitary Pads,9000.0,0.0,6,9000.0,1160.0,FALSE,20,0.0,0.9,23200.0,7.76,High
Paan Corner,Axe Dark Temptation Men's Deodorant,21000.0,7.0,5,19400.0,150.0,FALSE,150,1600.0,1.0,22500.0,129.33,High
Paan Corner,Head & Shoulders Anti-Dandruff Smooth & Silky Shampoo,15000.0,0.0,4,15000.0,180.0,FALSE,180,0.0,1.0,32400.0,83.33,High
Paan Corner,Clinic Plus Strength & Shine Shampoo With Egg Protein ,10500.0,0.0,2,10500.0,175.0,FALSE,175,0.0,1.0,30625.0,60.00,High
Paan Corner,Engage M1 Perfume Spray for Men ,21000.0,7.0,6,19400.0,120.0,FALSE,120,1600.0,1.0,14400.0,161.67,High
Paan Corner,Tresemme Keratin Smooth Conditioner,38000.0,0.0,3,38000.0,340.0,FALSE,340,0.0,1.0,115600.0,111.76,High
Paan Corner,"Garnier Color Naturals Crème Hair Color, Shade 5 Light Brown",18000.0,0.0,1,18000.0,100.0,FALSE,100,0.0,1.0,10000.0,180.00,High
Paan Corner,Origami Aloe Vera Wipes,7500.0,13.0,4,6500.0,25.0,FALSE,25,1000.0,1.0,625.0,260.00,High
Paan Corner,"Engage Drizzle Deodorant For Women, Floral And Lavender, Skin Friendly",19500.0,10.0,6,17400.0,150.0,FALSE,150,2100.0,1.0,22500.0,116.00,High
Paan Corner,Gellette Presto Ready Shaver,2000.0,0.0,1,2000.0,58.0,FALSE,1,0.0,1.0,58.0,34.48,Medium
Paan Corner,Colgate Max Fresh Plax Mouthwash - Fresh Mint,15000.0,20.0,5,12000.0,250.0,FALSE,250,3000.0,1.0,62500.0,48.00,High
Paan Corner,Colgate Zig Zag Charcoal Medium Toothbrush 4 Pcs,9900.0,0.0,6,9900.0,232.0,FALSE,4,0.0,1.0,928.0,42.67,High
Paan Corner,Godrej Protekt,9900.0,0.0,3,9900.0,750.0,FALSE,750,0.0,0.9,562500.0,13.20,High
Paan Corner,Colgate Total Charcoal Anticavity Toothpaste,11000.0,10.0,3,9900.0,120.0,FALSE,120,1100.0,1.0,14400.0,82.50,High
Paan Corner,Colgate Kids 0-2 Extra Soft Tooth Brush,3000.0,16.0,6,2500.0,58.0,FALSE,1,500.0,1.0,58.0,43.10,Medium
Paan Corner,Gillete Mach3 ,26000.0,10.0,6,23400.0,116.0,FALSE,2,2600.0,1.0,232.0,201.72,High
Paan Corner,Maybelline New York Colossal Kajal Black,14900.0,0.0,2,14900.0,0.0,FALSE,0,0.0,1.0,0.0,#DIV/0!,High
Paan Corner,Godrej Cinthol Lime Talc,5500.0,0.0,3,5500.0,100.0,FALSE,100,0.0,1.0,10000.0,55.00,High
Paan Corner,Hamam Soap Bar Neem Tulsi and Aloe Vera,5800.0,0.0,6,5800.0,150.0,FALSE,150,0.0,1.0,22500.0,38.67,High
Paan Corner,"Godrej Expert Rich Crème, Burgundy",3300.0,0.0,6,3300.0,20.0,FALSE,20,0.0,1.0,400.0,165.00,Medium
Paan Corner,Colgate Gentle Sensitive+ Toothbrush Pack Of 4,12000.0,10.0,4,10800.0,232.0,FALSE,4,1200.0,1.0,928.0,46.55,High
Paan Corner,Nivea Creme All Season Multi-Purpose Cream ,17500.0,10.0,4,15700.0,100.0,FALSE,100,1800.0,1.0,10000.0,157.00,High
Paan Corner,Oral-B Charcoal Deep Clean Stain Removal Toothbrush Medium,9900.0,0.0,1,9900.0,232.0,FALSE,4,0.0,1.0,928.0,42.67,High
Paan Corner,Mamaearth 100% Natural Berry Blast Kids Toothpaste,14900.0,10.0,4,13400.0,50.0,FALSE,50,1500.0,1.0,2500.0,268.00,High
Paan Corner,HImalaya Gentle Baby Wipes,20000.0,10.0,3,18000.0,72.0,FALSE,72,2000.0,1.0,5184.0,250.00,High
Paan Corner,Stayfree Dry Max All Night XL Dry Cover Sanitary Pads,34000.0,12.0,6,29800.0,28.0,FALSE,28,4200.0,1.0,784.0,1064.29,High
Paan Corner,"L'Oreal Paris Excellence Creme Hair Color, 1 Black",62000.0,0.0,1,62000.0,172.0,FALSE,172,0.0,1.0,29584.0,360.47,High
Paan Corner,Fem Fairness Naturals Saffron Skin Bleach,8500.0,15.0,4,7200.0,64.0,FALSE,64,1300.0,1.0,4096.0,112.50,High
Paan Corner,Engage Woman Blush Body Deo Spray,19500.0,10.0,5,17400.0,150.0,FALSE,150,2100.0,1.0,22500.0,116.00,High
Paan Corner,Dove Pink Rosa Beauty Bathinhg Bar,6000.0,0.0,6,6000.0,100.0,FALSE,100,0.0,1.0,10000.0,60.00,High
Paan Corner,Sebamed Cleansing Bar,9900.0,10.0,4,8900.0,100.0,FALSE,100,1000.0,1.0,10000.0,89.00,High
Paan Corner,Pampers Premium Care Pants - Large,109900.0,18.0,2,89900.0,44.0,FALSE,44,20000.0,1.0,1936.0,2043.18,High
Paan Corner,Nivea Women Deodorant Fresh Natural Long Lasting Freshness & 48h Protection,19900.0,20.0,2,15900.0,150.0,FALSE,150,4000.0,1.0,22500.0,106.00,High
Paan Corner,"L'Oreal Paris Excellence Creme Hair Color, 3 Dark Brown/Natural Darkest Brown",62000.0,0.0,6,62000.0,172.0,FALSE,172,0.0,1.0,29584.0,360.47,High
Paan Corner,Patanjali Kesh Kanti Natural Hair Cleanser,7500.0,9.0,4,6800.0,200.0,FALSE,200,700.0,1.0,40000.0,34.00,High
Paan Corner,Godrej No.1 Bathing Soap – Lime & Aloe Vera,14900.0,0.0,6,14900.0,600.0,FALSE,600,0.0,1.0,360000.0,24.83,High
Paan Corner,Pantene Advanced Control Hair Fall Solution Shampoo,12000.0,6.0,5,11200.0,180.0,FALSE,180,800.0,1.0,32400.0,62.22,High
Paan Corner,Veet Full Body Waxing Kit For Dry Skin,23500.0,7.0,6,21800.0,1160.0,FALSE,20,1700.0,1.0,23200.0,18.79,High
Paan Corner,Johnson's Baby Skincare Wipes,24500.0,9.0,6,22100.0,72.0,FALSE,72,2400.0,1.0,5184.0,306.94,High
Paan Corner,Gillette Lemon Lime Shaving Foam,19900.0,11.0,4,17700.0,196.0,FALSE,196,2200.0,1.0,38416.0,90.31,High
Paan Corner,Old Spice After Shave Lotion Musk,21500.0,6.0,3,20000.0,100.0,FALSE,100,1500.0,1.0,10000.0,200.00,High
Paan Corner,Whisper Ultra Soft Air Fresh Sanitary Pads (XL) with Wings,31500.0,0.0,4,31500.0,30.0,FALSE,30,0.0,1.0,900.0,1050.00,High
Paan Corner,Himalaya Baby Powder,8000.0,8.0,4,7300.0,100.0,FALSE,100,700.0,1.0,10000.0,73.00,High
Paan Corner,Fiama Men's Refreshing Pulse Shower Gel,22500.0,20.0,4,18000.0,250.0,FALSE,250,4500.0,1.0,62500.0,72.00,High
Paan Corner,Whisper Ultra Clean XL Plus Sanitary Pad,17500.0,0.0,5,17500.0,870.0,FALSE,15,0.0,1.0,13050.0,20.11,High
Paan Corner,Johnson's Baby Powder,14300.0,0.0,6,14300.0,200.0,FALSE,200,0.0,1.0,40000.0,71.50,High
Paan Corner,Dove Cream Beauty Bathing Bar,23500.0,9.0,6,21200.0,125.0,FALSE,125,2300.0,1.0,15625.0,169.60,High
Paan Corner,Patanjali Kesh Kanti Shikakai Hair Cleanser,9500.0,0.0,4,9500.0,200.0,FALSE,200,0.0,1.0,40000.0,47.50,High
Paan Corner,L'Oreal Paris Color Protect Conditioner,19900.0,0.0,3,19900.0,192.0,FALSE,192,0.0,1.0,36864.0,103.65,High
Paan Corner,Nivea Men Active Clean with Active Charcoal Shower Gel for Body Face & Hair,19900.0,4.0,5,19100.0,250.0,FALSE,250,800.0,1.0,62500.0,76.40,High
Paan Corner,L'Oreal 6 Oil Nourish Conditioner,13500.0,0.0,1,13500.0,192.0,FALSE,192,0.0,1.0,36864.0,70.31,High
Paan Corner,Godrej Easy Natural Black Hair Colour,2500.0,0.0,5,2500.0,20.0,FALSE,20,0.0,1.0,400.0,125.00,Medium
Paan Corner,Dabur Gulabari Rose Water Daily Glow,8000.0,6.0,2,7500.0,250.0,FALSE,250,500.0,1.0,62500.0,30.00,High
Paan Corner,Himalaya Purifying Neem Face Wash,17000.0,10.0,6,15300.0,150.0,FALSE,150,1700.0,1.0,22500.0,102.00,High
Paan Corner,Fem Fairness Naturals Gold Skin Bleach,6500.0,9.0,3,5900.0,24.0,FALSE,24,600.0,1.0,576.0,245.83,High
Paan Corner,Whisper Choice Ultra XL Sanitary Pad,13300.0,2.0,5,13000.0,1160.0,FALSE,20,300.0,0.9,23200.0,11.21,High
Paan Corner,Dove Dandruff Care Shampoo,15800.0,6.0,5,14700.0,180.0,FALSE,180,1100.0,1.0,32400.0,81.67,High
Paan Corner,Head & Shoulders Anti Dandruff Anti Hairfall Shampoo,28500.0,0.0,5,28500.0,340.0,FALSE,240,0.0,1.0,81600.0,83.82,High
Paan Corner,L'Oreal Casting Creme Ebony Black Hair Color,55000.0,0.0,6,55000.0,159.0,FALSE,87,0.0,1.0,13833.0,345.91,High
Paan Corner,Mamaearth Onion Hair Oil,39900.0,10.0,6,35900.0,150.0,FALSE,150,4000.0,1.0,22500.0,239.33,High
Paan Corner,L'Oreal Paris Casting Creme Gloss Hair Color (Dark Brown 400),55000.0,0.0,4,55000.0,159.0,FALSE,159,0.0,1.0,25281.0,345.91,High
Paan Corner,Palmolive Naturals Sea Minerals Liquid Hand Wash,9900.0,10.0,6,8900.0,250.0,FALSE,250,1000.0,1.0,62500.0,35.60,High
Paan Corner,Oral-B Extra Soft Bristles Sensitive ,9800.0,0.0,4,9800.0,232.0,FALSE,4,0.0,1.0,928.0,42.24,High
Paan Corner,Engage M3 Perfume Spray for Men,20000.0,10.0,3,18000.0,120.0,FALSE,120,2000.0,1.0,14400.0,150.00,High
Paan Corner,Mamaearth Deeply Nourishing wash for Babies,19900.0,0.0,4,19900.0,200.0,FALSE,200,0.0,1.0,40000.0,99.50,High
Paan Corner,Dettol Original Soap (B4G1),26000.0,5.0,6,24700.0,625.0,FALSE,625,1300.0,1.0,390625.0,39.52,High
Paan Corner,Woodward's Gripe Water,7500.0,0.0,6,7500.0,200.0,FALSE,200,0.0,1.0,40000.0,37.50,High
Paan Corner,"MamyPoko Pants Extra Absorb Diapers, New Born",29900.0,6.0,5,27900.0,28.0,FALSE,28,2000.0,1.0,784.0,996.43,High
Paan Corner,Johnson's Baby Soap,7000.0,0.0,6,7000.0,100.0,FALSE,100,0.0,1.0,10000.0,70.00,High
Paan Corner,Engage M4 Perfume Spray For Men,20000.0,10.0,6,18000.0,120.0,FALSE,120,2000.0,1.0,14400.0,150.00,High
Paan Corner,Fem Fairness Naturals Hair Removal Cream Fair & Soft - Gold,6500.0,10.0,4,5800.0,40.0,FALSE,40,700.0,1.0,1600.0,145.00,High
Paan Corner,Dove Hair Fall Rescue Conditioner,19000.0,0.0,4,19000.0,175.0,FALSE,175,0.0,1.0,30625.0,108.57,High
Paan Corner,Himalaya Anti Hair Fall Shampoo,13000.0,12.0,2,11400.0,200.0,FALSE,200,1600.0,1.0,40000.0,57.00,High
Paan Corner,Fiama Peach & Avocado Gel Bar,17600.0,10.0,3,15800.0,375.0,FALSE,375,1800.0,1.0,140625.0,42.13,High
Paan Corner,Pears Pure & Gentle Value Pack Of 4 Bathing Soap ,12500.0,0.0,6,12500.0,75.0,FALSE,75,0.0,1.0,5625.0,166.67,High
Paan Corner,Fiama Fresh Hand Wash,15000.0,6.0,3,14000.0,400.0,FALSE,400,1000.0,1.0,160000.0,35.00,High
Paan Corner,Palmolive Black Orchid And Milk Liquid Hand Wash,9900.0,10.0,6,8900.0,250.0,FALSE,250,1000.0,1.0,62500.0,35.60,High
Paan Corner,Oral-B Criss Cross Medium Toothbrush (Buy 2 Get 2 Free),16000.0,0.0,5,16000.0,232.0,FALSE,4,0.0,1.0,928.0,68.97,High
Paan Corner,Gillette Mach 3 Turbo Razor,34900.0,6.0,5,32500.0,58.0,FALSE,1,2400.0,1.0,58.0,560.34,High
Paan Corner,Himalaya Baby Lotion,16500.0,12.0,3,14500.0,200.0,FALSE,200,2000.0,1.0,40000.0,72.50,High
Paan Corner,Head & Shoulders 2-in-1 Cool Menthol Anti Dandruff Shampoo + Conditioner,37500.0,0.0,1,37500.0,340.0,FALSE,180,0.0,1.0,61200.0,110.29,High
Paan Corner,Sunsilk Lusciously Thick & Long Shampoo,24900.0,6.0,6,23400.0,340.0,FALSE,340,1500.0,1.0,115600.0,68.82,High
Paan Corner,Fiama Di Wills Men's Refreshing Pulse Shower Gel,22500.0,4.0,3,21400.0,250.0,FALSE,250,1100.0,1.0,62500.0,85.60,High
Paan Corner,Sebamed Anti - Dandruff Shampoo,60000.0,10.0,2,54000.0,200.0,FALSE,200,6000.0,1.0,40000.0,270.00,High
Paan Corner,Listerine Cool Mint Mouthwash - Mild Taste,15000.0,10.0,6,13500.0,250.0,FALSE,250,1500.0,1.0,62500.0,54.00,High
Paan Corner,"L'Oreal Paris Excellence Creme Hair Color, 4.25 Aishwarya's Brown",62000.0,0.0,6,62000.0,172.0,FALSE,172,0.0,1.0,29584.0,360.47,High
Paan Corner,Himalaya Gentle Baby Bath,16500.0,9.0,6,15000.0,200.0,FALSE,200,1500.0,1.0,40000.0,75.00,High
Paan Corner,"L'Oreal Paris Casting Creme Gloss Hair Color, Medium Brown 500",55000.0,0.0,4,55000.0,160.0,FALSE,159,0.0,1.0,25440.0,343.75,High
Paan Corner,L'Oreal Paris Color Protect Shampoo,28200.0,0.0,3,28200.0,360.0,FALSE,360,0.0,1.0,129600.0,78.33,High
Paan Corner,Fiama Di Wills Lemongrass & Jojoba Gel Bar,17600.0,10.0,6,15800.0,375.0,FALSE,375,1800.0,1.0,140625.0,42.13,High
Paan Corner,Colgate Plax Peppermint Mouthwash,15000.0,20.0,5,12000.0,250.0,FALSE,250,3000.0,1.0,62500.0,48.00,High
Paan Corner,Dove Daily Shine Conditioner,9000.0,10.0,1,8100.0,80.0,FALSE,80,900.0,1.0,6400.0,101.25,High
Paan Corner,Patanjali Kesh Kanti Anti Dandruff Hair Cleanser,11000.0,0.0,6,11000.0,200.0,FALSE,200,0.0,1.0,40000.0,55.00,High
Paan Corner,Old Spice Original After Shave Lotion,25000.0,0.0,1,25000.0,150.0,FALSE,150,0.0,1.0,22500.0,166.67,High
Paan Corner,Dove Hair Fall Rescue Shampoo,13700.0,10.0,4,12300.0,180.0,FALSE,180,1400.0,1.0,32400.0,68.33,High
Paan Corner,Dettol Clinical Strength Hand Sanitizer Liquid,25000.0,10.0,6,22500.0,500.0,FALSE,500,2500.0,1.0,250000.0,45.00,High
Paan Corner,Nivea Soft Light Moisturizer for Face Hand & Body Non-Sticky Cream with Vitamin E & Jojoba Oil,39900.0,20.0,3,31900.0,300.0,FALSE,300,8000.0,1.0,90000.0,106.33,High
Paan Corner,Comfy Baby Pants XL 12-17 kg,42900.0,15.0,1,36400.0,24.0,FALSE,24,6500.0,1.0,576.0,1516.67,High
Paan Corner,Dettol Liquid Handwash With Free Liquid,9900.0,0.0,6,9900.0,200.0,FALSE,200,0.0,1.0,40000.0,49.50,High
Paan Corner,Nivea Body Milk Lotion for Very Dry Skin,39900.0,20.0,6,31900.0,400.0,FALSE,400,8000.0,1.0,160000.0,79.75,High
Paan Corner,Lakme Sun Expert,22500.0,0.0,6,22500.0,60.0,FALSE,60,0.0,1.0,3600.0,375.00,High
Paan Corner,Head & shoulders Anti Dandruff Shampoo Cool Menthol,17000.0,0.0,6,17000.0,180.0,FALSE,180,0.0,1.0,32400.0,94.44,High
Paan Corner,Godrej Nupur Henna,7500.0,0.0,5,7500.0,150.0,FALSE,120,0.0,1.0,18000.0,50.00,High
Paan Corner,Johnson's Baby Lotion,10000.0,0.0,4,10000.0,100.0,FALSE,100,0.0,1.0,10000.0,100.00,High
Paan Corner,Himalaya Anti Dandruff Shampoo,14000.0,10.0,1,12600.0,200.0,FALSE,200,1400.0,1.0,40000.0,63.00,High
Paan Corner,Maybelline New York Colossal Kajal Super Black,30000.0,8.0,3,27500.0,0.0,FALSE,0,2500.0,1.0,0.0,#DIV/0!,High
Paan Corner,Stayfree Dry-Max All Night Ultra-Dry Sanitary Pad,9000.0,10.0,6,8100.0,406.0,FALSE,7,900.0,1.0,2842.0,19.95,High
Paan Corner,Dove Daily Shine Shampoo,64500.0,5.0,3,61200.0,650.0,FALSE,650,3300.0,1.0,422500.0,94.15,High
Paan Corner,Godrej Easy 5 Minute Natural Brown 4 Hair Colour,2900.0,0.0,5,2900.0,20.0,FALSE,20,0.0,1.0,400.0,145.00,Medium
Paan Corner,Colgate Sensitive Plus Enamel Toothpaste Tube,14000.0,0.0,6,14000.0,160.0,FALSE,160,0.0,1.0,25600.0,87.50,High
Paan Corner,Colgate Max Fresh Peppermint Toothpaste ,18200.0,15.0,6,15400.0,300.0,FALSE,300,2800.0,1.0,90000.0,51.33,High
Paan Corner,Pond's Light Moisturiser,30900.0,10.0,6,27800.0,250.0,FALSE,250,3100.0,1.0,62500.0,111.20,High
Paan Corner,Engage Mate For Man Deo Spray,19500.0,10.0,5,17400.0,150.0,FALSE,150,2100.0,1.0,22500.0,116.00,High
Paan Corner,Pantene Advanced Hair Fall Solution Shampoo - Total Damage Care,12000.0,0.0,5,12000.0,180.0,FALSE,180,0.0,1.0,32400.0,66.67,High
Paan Corner,Whisper Choice Regular Wing Sanitary Pad,3000.0,0.0,2,3000.0,406.0,FALSE,7,0.0,0.9,2842.0,7.39,Medium
Paan Corner,Colgate Slim Soft Charcoal Toothbrush,15000.0,18.0,4,12300.0,232.0,FALSE,4,2700.0,1.0,928.0,53.02,High
Paan Corner,Fiama Scents Juniper & Geranium Body Wash,19900.0,6.0,5,18600.0,250.0,FALSE,250,1300.0,1.0,62500.0,74.40,High
Paan Corner,Mamaearth Ubtan Body Lotion,39900.0,15.0,4,33900.0,400.0,FALSE,400,6000.0,1.0,160000.0,84.75,High
Paan Corner,Godrej Aer Power Pocket - Long Lasting Bathroom Fragrance Floral Delight,5500.0,0.0,6,5500.0,10.0,FALSE,10,0.0,1.0,100.0,550.00,High
Paan Corner,Himalaya Anti-Hair Fall Shampoo,23000.0,18.0,1,18800.0,400.0,FALSE,400,4200.0,1.0,160000.0,47.00,High
Paan Corner,Nivea Soft Light Moisturizer for Face Hand & Body Non-Sticky Cream with Vitamin E & Jojoba Oil,31000.0,15.0,6,26300.0,200.0,FALSE,200,4700.0,1.0,40000.0,131.50,High
Paan Corner,Engage M2 Perfume Spray For Men,20000.0,10.0,6,18000.0,120.0,FALSE,120,2000.0,1.0,14400.0,150.00,High
Paan Corner,Listerine Cool Mint Mouthwash - Mild Taste,15000.0,10.0,6,13500.0,250.0,FALSE,250,1500.0,1.0,62500.0,54.00,High
Paan Corner,Mamaearth Ubtan Face Scrub Turmeric & Walnut,34900.0,10.0,1,31400.0,100.0,FALSE,100,3500.0,1.0,10000.0,314.00,High
Paan Corner,Himalaya Purifying Neem Face Wash Tube,27000.0,15.0,6,22900.0,300.0,FALSE,300,4100.0,1.0,90000.0,76.33,High
Paan Corner,Johnson's Baby Top To Toe Bath Body Wash,16500.0,0.0,4,16500.0,210.0,FALSE,210,0.0,1.0,44100.0,78.57,High
Paan Corner,Gillette Mach 3 Start,24900.0,0.0,6,24900.0,116.0,FALSE,2,0.0,1.0,232.0,214.66,High
Paan Corner,Scalpe Pro Anti dandruff Shampoo 100ml,18500.0,0.0,2,18500.0,100.0,FALSE,100,0.0,1.0,10000.0,185.00,High
Paan Corner,Johnson's Baby Cream,15000.0,0.0,6,15000.0,100.0,FALSE,100,0.0,1.0,10000.0,150.00,High
Paan Corner,Johnson's Baby Soap,10500.0,0.0,6,10500.0,150.0,FALSE,150,0.0,1.0,22500.0,70.00,High
Paan Corner,Himalaya Gentle Baby Shampoo,32000.0,17.0,6,26500.0,400.0,FALSE,400,5500.0,1.0,160000.0,66.25,High
Paan Corner,L'Oreal Paris Shine Masque Royal Jelly Hair Colour,55000.0,0.0,3,55000.0,88.0,FALSE,87,0.0,1.0,7656.0,625.00,High
Paan Corner,Engage Rush Deodorant For Men,19000.0,11.0,6,16900.0,150.0,FALSE,150,2100.0,1.0,22500.0,112.67,High
Paan Corner,Clean & Clear Foaming Face Wash,14000.0,10.0,4,12600.0,100.0,FALSE,100,1400.0,1.0,10000.0,126.00,High
Paan Corner,Dettol Lather Shaving Cream,7500.0,5.0,6,7100.0,78.0,FALSE,78,400.0,1.0,6084.0,91.03,High
Paan Corner,Gillette Classic Regular Pre Shave Foam,19900.0,0.0,4,19900.0,196.0,FALSE,196,0.0,1.0,38416.0,101.53,High
Paan Corner,Dove Daily Shine Conditioner,19000.0,0.0,6,19000.0,175.0,FALSE,180,0.0,1.0,31500.0,108.57,High
Paan Corner,Johnson's Baby Shampoo,18000.0,0.0,6,18000.0,200.0,FALSE,200,0.0,1.0,40000.0,90.00,High
Paan Corner,Park Avenue Beer Shampoo ,15500.0,9.0,4,14000.0,180.0,FALSE,180,1500.0,1.0,32400.0,77.78,High
Paan Corner,Pantene Advanced Hair Fall Solution Silky Smooth Care Shampoo,12000.0,6.0,6,11200.0,180.0,FALSE,180,800.0,1.0,32400.0,62.22,High
Paan Corner,Fem Fairness Naturals Hair Removal Cream Fair & Soft - Rose,6500.0,10.0,6,5800.0,40.0,FALSE,40,700.0,1.0,1600.0,145.00,High
Paan Corner,Sunsilk Stunning Black Shine Shampoo,55500.0,6.0,6,52100.0,650.0,FALSE,650,3400.0,1.0,422500.0,80.15,High
Paan Corner,Dabur Meswak Toothpaste,10000.0,0.0,1,10000.0,200.0,FALSE,200,0.0,1.0,40000.0,50.00,High
Paan Corner,Patanjali Kesh Kanti Reetha Hair Cleanser,8500.0,0.0,5,8500.0,200.0,FALSE,200,0.0,1.0,40000.0,42.50,High
Paan Corner,Nivea Lip Balm Soft Rose for 24h Moisture with Natural Oils Delicate Rose Shine,18500.0,8.0,6,16900.0,5.0,FALSE,4,1600.0,1.0,20.0,3380.00,High
Paan Corner,Santoor Total Skin Care Soap With Sandal & Turmeric,18000.0,0.0,6,18000.0,600.0,FALSE,600,0.0,1.0,360000.0,30.00,High
Paan Corner,"L'Oreal Paris Excellence Creme Hair Color, 4 Natural Brown/Natural Dark Brown",62000.0,0.0,1,62000.0,172.0,FALSE,172,0.0,1.0,29584.0,360.47,High
Paan Corner,Gillette Pre Shave Foam - Classic Regular Skin,22500.0,0.0,6,22500.0,418.0,FALSE,418,0.0,1.0,174724.0,53.83,High
Paan Corner,Fiama Di Wills Shower Gel Patchouli & Macadamia,19900.0,10.0,6,17900.0,250.0,FALSE,250,2000.0,1.0,62500.0,71.60,High
Paan Corner,Listerine Fresh Burst Mouthwash,14000.0,10.0,4,12600.0,250.0,FALSE,250,1400.0,1.0,62500.0,50.40,High
Paan Corner,Nivea Cocoa Nourish Body Lotion With Coconut Oil & Cocoa Butter For Very Dry Skin ,29900.0,17.0,5,24700.0,200.0,FALSE,200,5200.0,1.0,40000.0,123.50,High
Paan Corner,Pantene Hair Fall Control Shampoo,24000.0,7.0,2,22100.0,340.0,FALSE,340,1900.0,1.0,115600.0,65.00,High
Paan Corner,Fogg Master - Royal Intense,25000.0,0.0,5,25000.0,120.0,FALSE,120,0.0,1.0,14400.0,208.33,High
Paan Corner,TRESemme Smooth And Shine Conditioner,22000.0,0.0,5,22000.0,190.0,FALSE,190,0.0,1.0,36100.0,115.79,High
Paan Corner,Whisper Ultra Clean XL Plus Sanitary Pad,15500.0,0.0,6,15500.0,870.0,FALSE,15,0.0,0.9,13050.0,17.82,High
Paan Corner,"Colgate Kids Toothpaste - 6+ Years, Strawberry Flavour",9300.0,5.0,6,8800.0,80.0,FALSE,80,500.0,1.0,6400.0,110.00,High
Paan Corner,Nivea Soft Moisturizing Cream,31000.0,12.0,1,27200.0,200.0,FALSE,200,3800.0,1.0,40000.0,136.00,High
Paan Corner,Patanjali Kesh Kanti Aloe Vera Hair Cleanser,8500.0,0.0,5,8500.0,200.0,FALSE,200,0.0,1.0,40000.0,42.50,High
Paan Corner,Neutrogena Deep Clean Foaming Cleanser,13000.0,11.0,2,11500.0,50.0,FALSE,50,1500.0,1.0,2500.0,230.00,High
Paan Corner,Clean & Clear Morning Energy Berry Face Wash,15500.0,6.0,6,14500.0,100.0,FALSE,100,1000.0,1.0,10000.0,145.00,High
Paan Corner,Pampers Premium Care New Baby Pants,32000.0,0.0,4,32000.0,24.0,FALSE,24,0.0,1.0,576.0,1333.33,High
Paan Corner,Vaseline Intensive Care Aloe Fresh,22500.0,9.0,6,20300.0,200.0,FALSE,200,2200.0,1.0,40000.0,101.50,High
Paan Corner,L'Oreal Paris Dream Lengths Shampoo,14900.0,0.0,6,14900.0,192.0,FALSE,192,0.0,1.0,36864.0,77.60,High
Paan Corner,Johnson's Baby Oil,11500.0,0.0,4,11500.0,100.0,FALSE,100,0.0,1.0,10000.0,115.00,High
Paan Corner,Engage Man Rush Deodorant,19500.0,9.0,6,17600.0,150.0,FALSE,150,1900.0,1.0,22500.0,117.33,High
Paan Corner,Pantene Advanced Hair Fall Solution Shampoo - Total Damage Care,26400.0,0.0,6,26400.0,340.0,FALSE,340,0.0,1.0,115600.0,77.65,High
Paan Corner,Whisper Daily Liners Clean and Fresh,10500.0,0.0,4,10500.0,1160.0,FALSE,20,0.0,0.9,23200.0,9.05,High
Paan Corner,Himalaya Men Pimple Clear Neem Face Wash,18000.0,9.0,2,16300.0,100.0,FALSE,100,1700.0,1.0,10000.0,163.00,High
Paan Corner,Pantene Adv Hairfall Solution Conditioner Silky Smooth,19000.0,0.0,5,19000.0,200.0,FALSE,200,0.0,1.0,40000.0,95.00,High
Paan Corner,Himalaya Prickly Heat Baby Powder,9000.0,10.0,6,8100.0,100.0,FALSE,100,900.0,1.0,10000.0,81.00,High
Paan Corner,Mamaearth Daily Moisturizing Lotion For Babies,19900.0,0.0,6,19900.0,200.0,FALSE,200,0.0,1.0,40000.0,99.50,High
Paan Corner,Stayfree Advanced XL Ultra Comfort Sanitary napkins with Wings,17500.0,0.0,3,17500.0,812.0,FALSE,14,0.0,1.0,11368.0,21.55,High
Paan Corner,Pampers Premium Care Pants - Medium,109900.0,18.0,6,89900.0,54.0,FALSE,54,20000.0,1.0,2916.0,1664.81,High
Paan Corner,Fiama Men's Refreshing Pulse Shower Gel,19900.0,10.0,6,17900.0,250.0,FALSE,250,2000.0,1.0,62500.0,71.60,High
Paan Corner,Vaseline Original Skin Protecting Jelly,12500.0,10.0,6,11200.0,100.0,FALSE,100,1300.0,1.0,10000.0,112.00,High
Paan Corner,Clean & Clear Foaming Face Wash,18000.0,10.0,6,16200.0,150.0,FALSE,150,1800.0,1.0,22500.0,108.00,High
Paan Corner,Fiama Lemongrass and Jojoba Shower Gel,22500.0,20.0,6,18000.0,250.0,FALSE,250,4500.0,1.0,62500.0,72.00,High
Paan Corner,Oral-B Charcoal Cross Cross Extra Soft Toothbrush (Buy 2 Get 1 Free),18000.0,0.0,1,18000.0,174.0,FALSE,3,0.0,1.0,522.0,103.45,High
Paan Corner,Listerine Fresh Burst Mouthwash,28500.0,7.0,6,26300.0,500.0,FALSE,500,2200.0,1.0,250000.0,52.60,High
Paan Corner,Veet Full Body Waxing Kit,23500.0,7.0,6,21800.0,1160.0,FALSE,20,1700.0,1.0,23200.0,18.79,High
Paan Corner,Listerine Original Mouthwash,5500.0,9.0,6,5000.0,80.0,FALSE,80,500.0,1.0,6400.0,62.50,High
Paan Corner,Santoor Almond Soft With Sandal & Almond Milk,18000.0,0.0,2,18000.0,625.0,FALSE,625,0.0,1.0,390625.0,28.80,High
